year,team,conference,division,ranking,rating,source_year
2019,Western Michigan,Mid-American,West,79,-4.47798514699649,2019
2019,Fresno State,Mountain West,West,80,-4.562567452113,2019
2019,Ohio,Mid-American,East,81,-4.65826860635346,2019
2019,Marshall,Conference USA,East,82,-4.73135639816282,2019
2019,Southern Miss,Conference USA,West,83,-4.92522683530198,2019
2019,Ball State,Mid-American,West,84,-4.92882063627341,2019
2019,Kansas,Big 12,,85,-5.10451732673936,2019
2019,Utah State,Mountain West,Mountain,86,-5.31912166138565,2019
2019,Arizona,Pac-12,South,87,-5.40760923634348,2019
2019,Arkansas State,Sun Belt,West,88,-5.56946301077343,2019
2019,Maryland,Big Ten,East,89,-5.61821208260241,2019
2019,Army,FBS Independents,,90,-5.82356546170199,2019
2019,Central Michigan,Mid-American,West,91,-6.31056022647799,2019
2019,Syracuse,ACC,Atlantic,92,-6.54734148156173,2019
2019,Liberty,FBS Independents,,93,-6.70496801359241,2019
2019,Miami (OH),Mid-American,East,94,-6.96885315720611,2019
2019,Kent State,Mid-American,East,95,-7.15973160384283,2019
2019,San José State,Mountain West,West,96,-7.5458893056516,2019
2019,Arkansas,SEC,West,97,-7.61544434318696,2019
2019,Middle Tennessee,Conference USA,East,98,-7.62081411489303,2019
2019,UAB,Conference USA,West,99,-7.93476463878105,2019
2019,South Florida,American Athletic,East,100,-8.30344346112474,2019
2019,UL Monroe,Sun Belt,West,101,-8.99626427272955,2019
2019,Eastern Michigan,Mid-American,West,102,-9.34914397174972,2019
2019,Troy,Sun Belt,East,103,-9.62639900880947,2019
2019,Colorado State,Mountain West,Mountain,104,-9.88397901093365,2019
2019,Charlotte,Conference USA,East,105,-10.3141019386457,2019
2019,Georgia State,Sun Belt,East,106,-10.332522257494,2019
2019,Georgia Tech,ACC,Coastal,107,-10.8003821863589,2019
2019,Coastal Carolina,Sun Belt,East,108,-11.0512081622924,2019
2019,Florida International,Conference USA,East,109,-11.4584116326066,2019
2019,North Texas,Conference USA,West,110,-11.7634565566406,2019
2019,NC State,ACC,Atlantic,111,-11.9937798108604,2019
2019,Vanderbilt,SEC,East,112,-12.6141496123544,2019
2019,Nevada,Mountain West,West,113,-12.6267271141671,2019
2019,Rice,Conference USA,West,114,-13.4960798986601,2019
2019,Northern Illinois,Mid-American,West,115,-14.5149803158615,2019
2019,East Carolina,American Athletic,East,116,-15.2304708951631,2019
2019,Toledo,Mid-American,West,117,-16.1869212944438,2019
2019,UNLV,Mountain West,West,118,-16.5197089510661,2019
2019,Rutgers,Big Ten,East,119,-16.7145216707776,2019
2019,South Alabama,Sun Belt,West,120,-17.2125553365351,2019
2019,New Mexico,Mountain West,Mountain,121,-17.6413769450037,2019
2019,Texas State,Sun Belt,West,122,-18.7530922452737,2019
2019,Old Dominion,Conference USA,East,123,-19.7657550858911,2019
2019,New Mexico State,FBS Independents,,124,-20.0381455955055,2019
2019,UTSA,Conference USA,West,125,-21.0980956234575,2019
2019,UConn,American Athletic,East,126,-23.1682868790464,2019
2019,UTEP,Conference USA,West,127,-28.1309497388774,2019
2019,Bowling Green,Mid-American,East,128,-28.5345804539312,2019
2019,Akron,Mid-American,East,129,-34.7107087873593,2019
2019,Massachusetts,FBS Independents,,130,-40.5692293802525,2019
2020,Alabama,SEC,West,1,31.0582224833045,2020
2020,Ohio State,Big Ten,East,2,21.595129008065,2020
2020,Oklahoma,Big 12,,3,20.1806726475008,2020
2020,BYU,FBS Independents,,4,19.6318480224631,2020
2020,Georgia,SEC,East,5,18.8521192451951,2020
2020,Florida,SEC,East,6,16.2069007886935,2020
2020,Iowa,Big Ten,West,7,15.9286736038448,2020
2020,Texas A&M,SEC,West,8,14.2574948557961,2020
2020,Iowa State,Big 12,,9,14.2052460686979,2020
2020,Coastal Carolina,Sun Belt,East,10,13.8720465068665,2020
2020,Texas,Big 12,,11,13.2779663603268,2020
2020,Indiana,Big Ten,East,12,13.2346175522193,2020
2020,Northwestern,Big Ten,West,13,12.2109531677404,2020
2020,Oklahoma State,Big 12,,14,9.57416522631929,2020
2020,Wisconsin,Big Ten,West,15,9.5036900588794,2020
2020,Louisiana,Sun Belt,West,16,9.01024768626245,2020
2020,San José State,Mountain West,,17,8.56003648581052,2020
2020,App State,Sun Belt,East,18,7.97091235828848,2020
2020,Auburn,SEC,West,19,7.93960912775621,2020
2020,TCU,Big 12,,20,7.7470153500516,2020
2020,Boise State,Mountain West,,21,7.66188599867004,2020
2020,Ole Miss,SEC,West,22,6.07206740313876,2020
2020,West Virginia,Big 12,,23,5.94838454507169,2020
2020,Penn State,Big Ten,East,24,5.31270627110505,2020
2020,Air Force,Mountain West,,25,4.72561499186316,2020
2020,LSU,SEC,West,26,4.2415153837155,2020
2020,UAB,Conference USA,West,27,4.07093515746533,2020
2020,Troy,Sun Belt,East,28,3.98250505970007,2020
2020,Marshall,Conference USA,East,29,3.9493394802708,2020
2020,Kentucky,SEC,East,30,3.86821584913361,2020
2020,Arkansas,SEC,West,31,3.31537466462314,2020
2020,San Diego State,Mountain West,,32,2.83777126547104,2020
2020,Army,FBS Independents,,33,2.47454008115632,2020
2020,Nevada,Mountain West,,34,2.14172882260829,2020
2020,Georgia State,Sun Belt,East,35,1.86553875047342,2020
2020,Baylor,Big 12,,36,1.81899780170614,2020
2020,Liberty,FBS Independents,,37,1.71255150821555,2020
2020,Mississippi State,SEC,West,38,1.62245430432915,2020
2020,Georgia Southern,Sun Belt,East,39,1.24121821897765,2020
2020,Kansas State,Big 12,,40,0.990126399320858,2020
2020,Nebraska,Big Ten,West,41,0.530818685690857,2020
2020,Missouri,SEC,East,42,0.209266331900879,2020
2020,Minnesota,Big Ten,West,43,0.110837727455757,2020
2020,Tennessee,SEC,East,44,-0.305903277598417,2020
2020,Maryland,Big Ten,East,45,-0.359724894460212,2020
2020,Purdue,Big Ten,West,46,-0.375781015421765,2020
2020,Wyoming,Mountain West,,47,-0.440916754304447,2020
2020,Michigan,Big Ten,East,48,-0.583582259901984,2020
2020,Texas Tech,Big 12,,49,-1.43100219829385,2020
2020,Rutgers,Big Ten,East,50,-2.66773919082159,2020
2020,Rice,Conference USA,West,51,-2.96405409915578,2020
2020,Hawai'i,Mountain West,,52,-3.32889076904278,2020
2020,UTSA,Conference USA,West,53,-3.94989595045029,2020
2020,Michigan State,Big Ten,East,54,-4.49560597824984,2020
2020,South Carolina,SEC,East,55,-5.35681367405963,2020
2020,Fresno State,Mountain West,,56,-6.67384986208882,2020
2020,Arkansas State,Sun Belt,West,57,-7.29858762453203,2020
2020,Illinois,Big Ten,West,58,-7.36823008644087,2020
2020,Florida Atlantic,Conference USA,East,59,-8.23556081079015,2020
2020,Texas State,Sun Belt,West,60,-8.38761137110927,2020
2020,South Alabama,Sun Belt,West,61,-8.51451684956795,2020
2020,Western Kentucky,Conference USA,East,62,-10.2483000885282,2020
2020,New Mexico,Mountain West,,63,-11.1074271047414,2020
2020,Colorado State,Mountain West,,64,-11.278777338063,2020
2020,Louisiana Tech,Conference USA,West,65,-11.4728091664937,2020
2020,Middle Tennessee,Conference USA,East,66,-13.5947022766849,2020
2020,Vanderbilt,SEC,East,67,-14.4094224483278,2020
2020,Kansas,Big 12,,68,-14.6215941836398,2020
2020,Charlotte,Conference USA,East,69,-14.798243131477,2020
2020,Southern Miss,Conference USA,West,70,-14.9519859387936,2020
2020,UTEP,Conference USA,West,71,-17.1998999203922,2020
2020,Florida International,Conference USA,East,72,-17.8415029169469,2020
2020,UNLV,Mountain West,,73,-19.2340201352576,2020
2020,Utah State,Mountain West,,74,-19.2357126480363,2020
2020,North Texas,Conference USA,West,75,-19.7938569180364,2020
2020,UL Monroe,Sun Belt,West,76,-24.4625607162227,2020
2020,Massachusetts,FBS Independents,,77,-26.2081129008315,2020
2021,Georgia,SEC,East,1,27.871146476697078,2021
2021,Ohio State,Big Ten,East,2,20.994612940279083,2021
2021,Alabama,SEC,West,3,19.5094111580896,2021
2021,Michigan,Big Ten,East,4,18.290987931159698,2021
2021,Cincinnati,American Athletic,,5,16.903765098863282,2021
2021,Oklahoma State,Big 12,,6,16.473561432424923,2021
2021,Notre Dame,FBS Independents,,7,16.444035458331577,2021
2021,Utah,Pac-12,South,8,15.343753799216634,2021
2021,Wisconsin,Big Ten,West,9,13.99727287989881,2021
2021,Penn State,Big Ten,East,10,13.991440545540923,2021
2021,NC State,ACC,Atlantic,11,13.525819750816316,2021
2021,Wake Forest,ACC,Atlantic,12,12.530608409205113,2021
2021,Boise State,Mountain West,Mountain,13,12.373566617558913,2021
2021,Ole Miss,SEC,West,14,12.361975560362152,2021
2021,Texas A&M,SEC,West,15,12.192301140510184,2021
2021,Baylor,Big 12,,16,11.636647858133275,2021
2021,Michigan State,Big Ten,East,17,11.13305154955428,2021
2021,Clemson,ACC,Atlantic,18,11.088186506975456,2021
2021,Pittsburgh,ACC,Coastal,19,10.788339201565895,2021
2021,Iowa State,Big 12,,20,10.632312225719973,2021
2021,Oregon,Pac-12,North,21,9.894897305465145,2021
2021,Arkansas,SEC,West,22,9.730797281626584,2021
2021,Oklahoma,Big 12,,23,9.50965293973782,2021
2021,UCLA,Pac-12,South,24,9.202840024784981,2021
2021,Kentucky,SEC,East,25,9.003494563611222,2021
2021,Mississippi State,SEC,West,26,8.943168225314428,2021
2021,Air Force,Mountain West,Mountain,27,8.764773819870546,2021
2021,Kansas State,Big 12,,28,8.611381281355714,2021
2021,Arizona State,Pac-12,South,29,8.589224884169218,2021
2021,Iowa,Big Ten,West,30,8.589055506788279,2021
2021,Louisville,ACC,Atlantic,31,8.124058949178592,2021
2021,App State,Sun Belt,East,32,7.992801219546175,2021
2021,BYU,FBS Independents,,33,7.979151728401542,2021
2021,Tennessee,SEC,East,34,7.975693727609242,2021
2021,Purdue,Big Ten,West,35,7.8906900564198015,2021
2021,Houston,American Athletic,,36,7.710941518706212,2021
2021,Oregon State,Pac-12,North,37,7.53710327029461,2021
2021,Nebraska,Big Ten,West,38,7.259618004806979,2021
2021,Florida,SEC,East,39,7.228238833121663,2021
2021,Auburn,SEC,West,40,7.079308931299304,2021
2021,Minnesota,Big Ten,West,41,6.817116116220825,2021
2021,UTSA,Conference USA,West,42,6.360122643729211,2021
2021,Nevada,Mountain West,West,43,6.306614809824461,2021
2021,SMU,American Athletic,,44,6.136413135750912,2021
2021,Louisiana,Sun Belt,West,45,5.70395978092302,2021
2021,LSU,SEC,West,46,5.436124547326189,2021
2021,Fresno State,Mountain West,West,47,5.245444592118281,2021
2021,San Diego State,Mountain West,West,48,5.208776939420387,2021
2021,Western Kentucky,Conference USA,East,49,4.961136667819575,2021
2021,North Carolina,ACC,Coastal,50,4.655918834896022,2021
2021,Army,FBS Independents,,51,4.59067081343637,2021
2021,Washington State,Pac-12,North,52,4.525793041071216,2021
2021,Florida State,ACC,Atlantic,53,4.005811025185066,2021
2021,Texas,Big 12,,54,3.888708698927685,2021
2021,Marshall,Conference USA,East,55,3.66557152510058,2021
2021,California,Pac-12,North,56,3.5585174369205905,2021
2021,Liberty,FBS Independents,,57,3.4019171302776687,2021
2021,Miami,ACC,Coastal,58,2.8770538147875495,2021
2021,East Carolina,American Athletic,,59,2.823020766554132,2021
2021,Coastal Carolina,Sun Belt,East,60,2.768997306559628,2021
2021,Washington,Pac-12,North,61,2.301025355147294,2021
2021,Virginia,ACC,Coastal,62,2.073189588402384,2021
2021,Virginia Tech,ACC,Coastal,63,1.1920853815938681,2021
2021,Syracuse,ACC,Atlantic,64,1.0871286867273415,2021
2021,West Virginia,Big 12,,65,1.065240780447553,2021
2021,UAB,Conference USA,West,66,0.9909677326175963,2021
2021,Boston College,ACC,Atlantic,67,0.9298613366808262,2021
2021,UCF,American Athletic,,68,0.7569553022295032,2021
2021,Toledo,Mid-American,West,69,0.41971180494954297,2021
2021,USC,Pac-12,South,70,0.39771294746232755,2021
2021,Rutgers,Big Ten,East,71,0.38410213929342873,2021
2021,Utah State,Mountain West,Mountain,72,0.3555311876852727,2021
2021,South Carolina,SEC,East,73,0.033813056364994765,2021
2021,Wyoming,Mountain West,Mountain,74,-0.35467932033374083,2021
2021,Colorado State,Mountain West,Mountain,75,-0.5369814207160228,2021
2021,Illinois,Big Ten,West,76,-0.9424342757701023,2021
2021,Tulsa,American Athletic,,77,-1.1187297132567302,2021
2021,Texas Tech,Big 12,,78,-1.6785508594084622,2021
2021,Miami (OH),Mid-American,East,79,-1.9234392982771613,2021
2021,Missouri,SEC,East,80,-2.2330446313350834,2021
2021,Stanford,Pac-12,North,81,-2.65670380809385,2021
2021,TCU,Big 12,,82,-2.8157627146307806,2021
2021,Memphis,American Athletic,,83,-3.045527054646767,2021
2021,Georgia Tech,ACC,Coastal,84,-3.605889561774136,2021
2021,Maryland,Big Ten,East,85,-4.797628439378514,2021
2021,Eastern Michigan,Mid-American,West,86,-4.8713428758611546,2021
2021,Central Michigan,Mid-American,West,87,-5.250186907530168,2021
2021,Navy,American Athletic,,88,-5.545878014249666,2021
2021,Colorado,Pac-12,South,89,-5.825051985983407,2021
2021,Northern Illinois,Mid-American,West,90,-5.988619066176716,2021
2021,Georgia State,Sun Belt,East,91,-6.62709829353894,2021
2021,Tulane,American Athletic,,92,-6.643866027375802,2021
2021,UTEP,Conference USA,West,93,-6.745892641339817,2021
2021,Indiana,Big Ten,East,94,-6.873235994385914,2021
2021,Western Michigan,Mid-American,West,95,-7.04933810628511,2021
2021,Northwestern,Big Ten,West,96,-7.1568216252589005,2021
2021,Ball State,Mid-American,West,97,-7.307636163774768,2021
2021,Florida Atlantic,Conference USA,East,98,-7.614636716903635,2021
2021,Hawai'i,Mountain West,West,99,-7.753929023383701,2021
2021,Louisiana Tech,Conference USA,West,100,-7.814056830568213,2021
2021,UNLV,Mountain West,West,101,-7.913375530609218,2021
2021,Middle Tennessee,Conference USA,East,102,-8.20188806092576,2021
2021,South Alabama,Sun Belt,West,103,-8.579349331573965,2021
2021,Old Dominion,Conference USA,East,104,-9.225753388768181,2021
2021,Arizona,Pac-12,South,105,-9.24125834080933,2021
2021,San José State,Mountain West,West,106,-9.94260686835838,2021
2021,Vanderbilt,SEC,East,107,-10.185991234920106,2021
2021,Troy,Sun Belt,East,108,-10.4160380094977,2021
2021,South Florida,American Athletic,,109,-10.513622615322936,2021
2021,North Texas,Conference USA,West,110,-12.128817305495744,2021
2021,Kent State,Mid-American,East,111,-13.542119493619804,2021
2021,Ohio,Mid-American,East,112,-13.81116376193292,2021
2021,Buffalo,Mid-American,East,113,-14.437948464171491,2021
2021,UL Monroe,Sun Belt,West,114,-14.447802197417827,2021
2021,Georgia Southern,Sun Belt,East,115,-14.851308736089214,2021
2021,Kansas,Big 12,,116,-14.85919985059784,2021
2021,New Mexico,Mountain West,Mountain,117,-15.135246697016893,2021
2021,Texas State,Sun Belt,West,118,-15.61856794045387,2021
2021,Duke,ACC,Coastal,119,-15.618946674798218,2021
2021,Rice,Conference USA,West,120,-15.622863186171553,2021
2021,Charlotte,Conference USA,East,121,-16.431756075193217,2021
2021,Arkansas State,Sun Belt,West,122,-16.84030316643473,2021
2021,Bowling Green,Mid-American,East,123,-17.727087610811115,2021
2021,Southern Miss,Conference USA,West,124,-19.064840383113637,2021
2021,Temple,American Athletic,,125,-19.68098124481094,2021
2021,Massachusetts,FBS Independents,,126,-19.704561495748216,2021
2021,New Mexico State,FBS Independents,,127,-20.58640116664845,2021
2021,UConn,FBS Independents,,128,-21.3750192045276,2021
2021,Akron,Mid-American,East,129,-22.640579227210495,2021
2021,Florida International,Conference USA,East,130,-27.502344906175885,2021
2022,Georgia,SEC,East,1,27.0,2022
2022,Ohio State,Big Ten,East,2,22.5,2022
2022,Alabama,SEC,West,3,21.3,2022
2022,Michigan,Big Ten,East,4,21.1,2022
2022,Tennessee,SEC,East,5,19.9,2022
2022,Penn State,Big Ten,East,6,18.6,2022
2022,Texas,Big 12,,7,17.1,2022
2022,TCU,Big 12,,8,16.7,2022
2022,Utah,Pac-12,,9,16.6,2022
2022,Kansas State,Big 12,,10,15.5,2022
2022,LSU,SEC,West,11,14.8,2022
2022,Oregon State,Pac-12,,12,14.6,2022
2022,Oregon,Pac-12,,13,14.2,2022
2022,Florida State,ACC,Atlantic,14,14.1,2022
2022,Clemson,ACC,Atlantic,15,13.9,2022
2022,Mississippi State,SEC,West,16,13.1,2022
2022,Washington,Pac-12,,17,12.0,2022
2022,Illinois,Big Ten,West,18,11.7,2022
2022,USC,Pac-12,,19,11.4,2022
2022,Minnesota,Big Ten,West,20,10.7,2022
2022,Louisville,ACC,Atlantic,21,10.6,2022
2022,Tulane,American Athletic,,22,10.5,2022
2022,Oklahoma,Big 12,,23,10.2,2022
2022,Notre Dame,FBS Independents,,24,10.0,2022
2022,Ole Miss,SEC,West,25,9.7,2022
2022,Texas Tech,Big 12,,25,9.7,2022
2022,Iowa,Big Ten,West,27,9.5,2022
2022,Baylor,Big 12,,28,9.2,2022
2022,UCLA,Pac-12,,29,8.4,2022
2022,Iowa State,Big 12,,30,8.0,2022
2022,Kansas,Big 12,,31,7.6,2022
2022,Wake Forest,ACC,Atlantic,32,7.4,2022
2022,Duke,ACC,Coastal,33,7.0,2022
2022,Arkansas,SEC,West,34,6.5,2022
2022,Florida,SEC,East,35,6.4,2022
2022,Pittsburgh,ACC,Coastal,36,6.3,2022
2022,South Carolina,SEC,East,36,6.3,2022
2022,Maryland,Big Ten,East,38,6.2,2022
2022,Oklahoma State,Big 12,,39,5.7,2022
2022,Cincinnati,American Athletic,,39,5.7,2022
2022,NC State,ACC,Atlantic,41,5.5,2022
2022,Kentucky,SEC,East,41,5.5,2022
2022,Wisconsin,Big Ten,West,43,5.4,2022
2022,Memphis,American Athletic,,43,5.4,2022
2022,Purdue,Big Ten,West,45,5.1,2022
2022,James Madison,Sun Belt,East,46,5.0,2022
2022,UCF,American Athletic,,47,4.7,2022
2022,Washington State,Pac-12,,47,4.7,2022
2022,Syracuse,ACC,Atlantic,49,4.5,2022
2022,Missouri,SEC,East,50,4.2,2022
2022,North Carolina,ACC,Coastal,50,4.2,2022
2022,Air Force,Mountain West,Mountain,50,4.2,2022
2022,West Virginia,Big 12,,53,3.9,2022
2022,East Carolina,American Athletic,,54,3.8,2022
2022,Texas A&M,SEC,West,55,3.3,2022
2022,Auburn,SEC,West,56,3.1,2022
2022,Houston,American Athletic,,57,2.8,2022
2022,UTSA,Conference USA,,58,2.7,2022
2022,Fresno State,Mountain West,West,59,2.4,2022
2022,Troy,Sun Belt,West,59,2.4,2022
2022,SMU,American Athletic,,61,1.9,2022
2022,South Alabama,Sun Belt,West,62,1.1,2022
2022,Michigan State,Big Ten,East,62,1.1,2022
2022,South Dakota State,MVFC,,62,1.1,2022
2022,Boise State,Mountain West,Mountain,65,1.0,2022
2022,Marshall,Sun Belt,East,66,0.6,2022
2022,Western Kentucky,Conference USA,,67,-0.1,2022
2022,BYU,FBS Independents,,68,-0.3,2022
2022,App State,Sun Belt,East,69,-0.8,2022
2022,UAB,Conference USA,,70,-1.1,2022
2022,California,Pac-12,,71,-1.3,2022
2022,Louisiana,Sun Belt,West,72,-1.7,2022
2022,Nebraska,Big Ten,West,73,-1.8,2022
2022,Navy,American Athletic,,74,-1.9,2022
2022,Arizona,Pac-12,,75,-2.0,2022
2022,Vanderbilt,SEC,East,76,-2.4,2022
2022,Sacramento State,Big Sky,,77,-3.0,2022
2022,Toledo,Mid-American,West,78,-3.4,2022
2022,Indiana,Big Ten,East,79,-3.5,2022
2022,Liberty,FBS Independents,,79,-3.5,2022
2022,Ohio,Mid-American,East,81,-3.6,2022
2022,Army,FBS Independents,,82,-3.8,2022
2022,Arizona State,Pac-12,,83,-3.9,2022
2022,Miami,ACC,Coastal,84,-4.6,2022
2022,North Texas,Conference USA,,84,-4.6,2022
2022,Tulsa,American Athletic,,86,-4.7,2022
2022,Georgia Southern,Sun Belt,East,87,-4.8,2022
2022,Stanford,Pac-12,,88,-5.1,2022
2022,Georgia State,Sun Belt,East,89,-5.2,2022
2022,Southern Miss,Sun Belt,West,89,-5.2,2022
2022,Weber State,Big Sky,,91,-5.5,2022
2022,Florida Atlantic,Conference USA,,92,-5.9,2022
2022,Virginia,ACC,Coastal,93,-6.0,2022
2022,Georgia Tech,ACC,Coastal,93,-6.0,2022
2022,North Dakota State,MVFC,,95,-6.1,2022
2022,Coastal Carolina,Sun Belt,East,96,-6.4,2022
2022,Kent State,Mid-American,East,96,-6.4,2022
2022,San José State,Mountain West,West,98,-6.5,2022
2022,San Diego State,Mountain West,West,99,-6.9,2022
2022,UC Davis,Big Sky,,100,-7.1,2022
2022,Northwestern,Big Ten,West,101,-7.2,2022
2022,Buffalo,Mid-American,East,102,-7.3,2022
2022,Rutgers,Big Ten,East,102,-7.3,2022
2022,Incarnate Word,Southland,,104,-7.4,2022
2022,Middle Tennessee,Conference USA,,105,-7.7,2022
2022,Montana State,Big Sky,,106,-7.8,2022
2022,Virginia Tech,ACC,Coastal,107,-8.7,2022
2022,Eastern Michigan,Mid-American,West,108,-9.2,2022
2022,Idaho,Big Sky,,109,-9.5,2022
2022,Old Dominion,Sun Belt,East,110,-9.6,2022
2022,UNLV,Mountain West,West,111,-10.0,2022
2022,Wyoming,Mountain West,Mountain,111,-10.0,2022
2022,Temple,American Athletic,,113,-10.2,2022
2022,Boston College,ACC,Atlantic,113,-10.2,2022
2022,William & Mary,CAA,,115,-11.0,2022
2022,UConn,FBS Independents,,116,-11.2,2022
2022,UTEP,Conference USA,,117,-11.3,2022
2022,Arkansas State,Sun Belt,West,118,-11.4,2022
2022,Furman,Southern,,119,-11.5,2022
2022,Ball State,Mid-American,West,120,-11.6,2022
2022,New Mexico State,FBS Independents,,120,-11.6,2022
2022,Jackson State,SWAC,East,122,-11.7,2022
2022,Montana,Big Sky,,123,-11.8,2022
2022,Northern Iowa,MVFC,,124,-11.9,2022
2022,South Florida,American Athletic,,125,-12.0,2022
2022,Utah State,Mountain West,Mountain,126,-12.1,2022
2022,Rice,Conference USA,,126,-12.1,2022
2022,Central Michigan,Mid-American,West,128,-12.2,2022
2022,UL Monroe,Sun Belt,West,128,-12.2,2022
2022,Miami (OH),Mid-American,East,128,-12.2,2022
2022,Delaware,CAA,,131,-12.3,2022
2022,Texas State,Sun Belt,West,132,-12.8,2022
2022,Samford,Southern,,133,-13.1,2022
2022,Mercer,Southern,,134,-13.2,2022
2022,Holy Cross,Patriot,,135,-13.5,2022
2022,Western Michigan,Mid-American,West,136,-13.6,2022
2022,Akron,Mid-American,East,137,-13.8,2022
2022,Richmond,CAA,,138,-13.9,2022
2022,Southern Illinois,MVFC,,139,-14.1,2022
2022,Jacksonville State,Atlantic Sun,,140,-14.2,2022
2022,Louisiana Tech,Conference USA,,141,-14.3,2022
2022,Bowling Green,Mid-American,East,141,-14.3,2022
2022,Chattanooga,Southern,,143,-14.7,2022
2022,Southeast Missouri State,OVC,,143,-14.7,2022
2022,Colorado,Pac-12,,143,-14.7,2022
2022,Elon,CAA,,146,-14.9,2022
2022,Northern Illinois,Mid-American,West,147,-15.0,2022
2022,North Dakota,MVFC,,147,-15.0,2022
2022,Abilene Christian,Western Athletic,,149,-16.6,2022
2022,Colorado State,Mountain West,Mountain,150,-17.1,2022
2022,Nevada,Mountain West,West,150,-17.1,2022
2022,Gardner-Webb,Big South,,152,-17.7,2022
2022,SE Louisiana,Southland,,153,-17.9,2022
2022,Princeton,Ivy,,154,-18.0,2022
2022,Missouri State,MVFC,,154,-18.0,2022
2022,Youngstown State,MVFC,,156,-18.2,2022
2022,Rhode Island,CAA,,157,-18.3,2022
2022,Hawai'i,Mountain West,West,158,-18.4,2022
2022,Charlotte,Conference USA,,159,-18.8,2022
2022,New Mexico,Mountain West,Mountain,160,-19.1,2022
2022,Yale,Ivy,,161,-19.6,2022
2022,North Carolina Central,MEAC,,162,-19.7,2022
2022,Fordham,Patriot,,163,-20.0,2022
2022,UT Martin,OVC,,164,-20.9,2022
2022,Saint Francis,NEC,,165,-21.0,2022
2022,Eastern Kentucky,Atlantic Sun,,165,-21.0,2022
2022,Southern Utah,Western Athletic,,167,-21.1,2022
2022,Austin Peay,Atlantic Sun,,168,-21.3,2022
2022,Campbell,Big South,,168,-21.3,2022
2022,New Hampshire,CAA,,170,-21.8,2022
2022,Central Arkansas,Atlantic Sun,,171,-22.3,2022
2022,Illinois State,MVFC,,172,-22.6,2022
2022,Florida International,Conference USA,,173,-22.8,2022
2022,South Dakota,MVFC,,174,-23.3,2022
2022,Sam Houston,Western Athletic,,175,-23.7,2022
2022,Massachusetts,FBS Independents,,176,-23.8,2022
2022,Harvard,Ivy,,177,-23.9,2022
2022,Pennsylvania,Ivy,,178,-24.3,2022
2022,Utah Tech,Western Athletic,,179,-25.4,2022
2022,Northern Arizona,Big Sky,,180,-25.5,2022
2022,North Carolina A&T,Big South,,181,-26.0,2022
2022,Stephen F. Austin,Western Athletic,,182,-26.2,2022
2022,Florida A&M,SWAC,East,183,-26.5,2022
2022,Western Carolina,Southern,,184,-26.8,2022
2022,Villanova,CAA,,185,-27.0,2022
2022,Tarleton State,Western Athletic,,186,-27.1,2022
2022,Monmouth,CAA,,187,-27.5,2022
2022,East Tennessee State,Southern,,188,-27.8,2022
2022,Bryant,Big South,,189,-28.2,2022
2022,Southern,SWAC,West,190,-28.3,2022
2022,Eastern Washington,Big Sky,,190,-28.3,2022
2022,Portland State,Big Sky,,192,-28.5,2022
2022,St. Thomas (MN),Pioneer,,193,-29.4,2022
2022,Kennesaw State,Atlantic Sun,,194,-29.5,2022
2022,Indiana State,MVFC,,194,-29.5,2022
2022,Texas Southern,SWAC,West,196,-29.6,2022
2022,Columbia,Ivy,,196,-29.6,2022
2022,Dartmouth,Ivy,,198,-29.7,2022
2022,UAlbany,CAA,,199,-29.9,2022
2022,Prairie View A&M,SWAC,West,200,-30.0,2022
2022,Towson,CAA,,201,-30.3,2022
2022,Howard,MEAC,,202,-30.4,2022
2022,Wofford,Southern,,203,-31.3,2022
2022,East Texas A&M,Southland,,204,-31.5,2022
2022,Tennessee Tech,OVC,,205,-31.6,2022
2022,Tennessee State,OVC,,206,-31.9,2022
2022,Alabama State,SWAC,East,207,-32.1,2022
2022,The Citadel,Southern,,208,-32.2,2022
2022,Merrimack,NEC,,209,-32.3,2022
2022,Maine,CAA,,210,-33.2,2022
2022,Lindenwood,OVC,,211,-33.4,2022
2022,Duquesne,NEC,,211,-33.4,2022
2022,Alcorn State,SWAC,West,213,-33.6,2022
2022,Cal Poly,Big Sky,,214,-33.7,2022
2022,Charleston Southern,Big South,,215,-33.8,2022
2022,Davidson,Pioneer,,216,-34.6,2022
2022,Butler,Pioneer,,216,-34.6,2022
2022,Northern Colorado,Big Sky,,216,-34.6,2022
2022,Western Illinois,MVFC,,219,-34.7,2022
2022,Colgate,Patriot,,220,-35.2,2022
2022,Hampton,CAA,,221,-35.4,2022
2022,Lafayette,Patriot,,222,-35.6,2022
2022,Eastern Illinois,OVC,,223,-36.0,2022
2022,Idaho State,Big Sky,,224,-36.4,2022
2022,Cornell,Ivy,,224,-36.4,2022
2022,San Diego,Pioneer,,226,-36.7,2022
2022,North Alabama,Atlantic Sun,,227,-36.8,2022
2022,Northwestern State,Southland,,227,-36.8,2022
2022,Brown,Ivy,,227,-36.8,2022
2022,McNeese,Southland,,230,-37.5,2022
2022,Morgan State,MEAC,,231,-38.2,2022
2022,Alabama A&M,SWAC,East,231,-38.2,2022
2022,Nicholls,Southland,,233,-38.4,2022
2022,Sacred Heart,NEC,,233,-38.4,2022
2022,South Carolina State,MEAC,,235,-38.6,2022
2022,Stony Brook,CAA,,236,-38.7,2022
2022,Grambling,SWAC,West,237,-39.2,2022
2022,Dayton,Pioneer,,238,-39.5,2022
2022,Lamar,Southland,,239,-39.8,2022
